ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,VICTIMA,ACUSADO,ROL_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,CALLE,CRUCE,LATITUD,LONGITUD,DIA_SEMANA
2018-0126,1,2018-11-18,2018,11,18,12,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,MOTO,AUTO,CONDUCTOR,MASCULINO,27,"PAZ, GRAL. AV.","FALCON, RAMON L.,CNEL.",-58.52994219,-34.64055918,Sunday
2018-0127,1,2018-11-19,2018,11,19,9,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,MOTO,MOTO,CONDUCTOR,MASCULINO,29,"PAZ, GRAL. AV.",DE LOS CONSTITUYENTES AV.,-58.50993046,-34.56919739,Monday
2018-0128,2,2018-11-25,2018,11,25,4,"Paz, Gral. Av. 11200",GRAL PAZ,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,49,"PAZ, GRAL. AV.",,-58.52844623,-34.64592873,Sunday
2018-0128,2,2018-11-25,2018,11,25,4,"Paz, Gral. Av. 11200",GRAL PAZ,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,39,"PAZ, GRAL. AV.",,-58.52844623,-34.64592873,Sunday
2018-0129,1,2018-11-28,2018,11,28,4,"Newbery, Jorge Av. y Guevara",AVENIDA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,37,"NEWBERY, JORGE AV.",GUEVARA,-58.45021367,-34.58695347,Wednesday
2018-0130,1,2018-12-03,2018,12,3,3,Gaona Av. y Segurola Av.,AVENIDA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,,GAONA AV.,SEGUROLA AV.,-58.49022072,-34.62770192,Monday
2018-0131,1,2018-12-07,2018,12,7,19,"Madero, Eduardo Av. 550",AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,29,"MADERO, EDUARDO AV.",,-58.36860866,-34.60106568,Friday
2018-0132,1,2018-12-12,2018,12,12,8,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,PEATON,CARGAS,PEATON,MASCULINO,70,AUTOPISTA ARTURO ILLIA,"CASTILLO, RAMON S., PRES. AV.",-58.39490504,-34.57241534,Wednesday
2018-0133,1,2018-12-12,2018,12,12,14,Nazca Av. y Rivadavia Av.,AVENIDA,PEATON,CARGAS,PEATON,FEMENINO,60,NAZCA AV.,RIVADAVIA AV.,-58.46963952,-34.63070603,Wednesday
2018-0134,1,2018-12-12,2018,12,12,21,La Plata Av. y Caseros Av.,AVENIDA,PEATON,MOTO,PEATON,MASCULINO,56,LA PLATA AV.,CASEROS AV.,-58.42349365,-34.64019887,Wednesday
2018-0135,1,2018-12-18,2018,12,18,14,Belgrano Av. y Peru,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,80,BELGRANO AV.,PERU,-58.37471802,-34.61265002,Tuesday
2018-0136,1,2018-12-18,2018,12,18,15,Rivadavia Av. 7013,AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,70,RIVADAVIA AV.,,-58.46438789,-34.62913916,Tuesday
2018-0137,1,2018-12-18,2018,12,18,20,Adolfo Alsina y Santiago del Estero,CALLE,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,29,"ALSINA, ADOLFO",SANTIAGO DEL ESTERO,-58.38481975,-34.61100424,Tuesday
2018-0138,1,2018-12-21,2018,12,21,9,Bermudez 1893,CALLE,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,79,BERMUDEZ,,-58.50751833,-34.62073702,Friday
2018-0139,1,2018-12-22,2018,12,22,6,Santander 1974,CALLE,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,28,SANTANDER,,-58.44682986,-34.63888084,Saturday
2018-0140,1,2018-12-22,2018,12,22,8,Julieta Lanteri 1400,CALLE,AUTO,AUTO,CONDUCTOR,MASCULINO,78,LANTERI JULIETA,,-58.3600465,-34.61381341,Saturday
2018-0141,1,2018-12-22,2018,12,22,17,Maza y Av. Independencia,AVENIDA,PEATON,MOTO,PEATON,MASCULINO,75,MAZA,INDEPENDENCIA AV.,-58.41509546,-34.62085945,Saturday
2018-0142,1,2018-12-25,2018,12,25,13,"PAZ, GRAL. AV. 5172",GRAL PAZ,CARGAS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,32,"PAZ, GRAL. AV.",,-58.50997604,-34.57251072,Tuesday
2018-0143,1,2018-12-29,2018,12,29,5,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,22,OLIVERA AV.,"ALBERDI, JUAN BAUTISTA AV.",-58.48606475,-34.64047818,Saturday
2019-0001,1,2019-01-08,2019,1,8,8,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,25,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),-58.38526125,-34.5780581,Tuesday
2019-0002,1,2019-01-09,2019,1,9,4,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,AUTO,CARGAS,CONDUCTOR,MASCULINO,32,CASTA?ARES AV.,"MORENO, PERITO AV.",-58.45463662,-34.65082149,Wednesday
2019-0003,1,2019-01-12,2019,1,12,8,SAN MARTIN AV. Y TERRADA,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,23,SAN MARTIN AV.,TERRADA,-58.49121672,-34.59718073,Saturday
2019-0004,1,2019-01-14,2019,1,14,19,"PERON, EVA AV. Y MEDINA",AVENIDA,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,71,"PERON, EVA AV.",MEDINA,-58.47325712,-34.65284605,Monday
2019-0005,1,2019-01-19,2019,1,19,12,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,43,"JUSTO, JUAN B. AV.",ALVAREZ JONTE AV.,-58.52108101,-34.63382309,Saturday
2019-0006,1,2019-01-23,2019,1,23,5,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,PEATON,AUTO,PEATON,FEMENINO,12,"OBLIGADO RAFAEL, AV.COSTANERA",,-58.41652702,-34.55509606,Wednesday
2019-0007,1,2019-01-26,2019,1,26,19,"MITRE, BARTOLOME Y YATAY",CALLE,MOTO,AUTO,CONDUCTOR,MASCULINO,35,"MITRE, BARTOLOME",YATAY,-58.42891604,-34.6107166,Saturday
2019-0008,1,2019-01-30,2019,1,30,22,"PAZ, GRAL. AV. 16080",GRAL PAZ,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,42,"PAZ, GRAL. AV.",,-58.47802293,-34.69156793,Wednesday
2019-0009,1,2019-01-31,2019,1,31,14,CHACABUCO Y SAN JUAN AV.,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,34,CHACABUCO,SAN JUAN AV.,-58.37564821,-34.62200207,Thursday
2019-0010,2,2019-02-02,2019,2,2,7,DEL LIBERTADOR AV. 4100,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,,DEL LIBERTADOR AV.,,-58.42668489,-34.56961468,Saturday
2019-0010,2,2019-02-02,2019,2,2,7,DEL LIBERTADOR AV. 4100,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,59,DEL LIBERTADOR AV.,,-58.42668489,-34.56961468,Saturday
2019-0011,1,2019-02-10,2019,2,10,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",GRAL PAZ,PEATON,AUTO,PEATON,MASCULINO,,"PAZ, GRAL. AV.","ALBERDI, JUAN BAUTISTA AV.",-58.5183993,-34.66252488,Sunday
2019-0012,1,2019-02-17,2019,2,17,3,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,31,CASTA?ARES AV.,"GORDILLO, TIMOTEO",-58.48432691,-34.67665828,Sunday
2019-0013,1,2019-02-20,2019,2,20,7,SALVIGNY Y MOM,CALLE,PEATON,AUTO,PEATON,MASCULINO,39,SALVIGNY,MOM,-58.4338383,-34.64457699,Wednesday
2019-0014,1,2019-02-20,2019,2,20,17,"LAMARCA, EMILIO 5402",CALLE,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,69,"LAMARCA, EMILIO",,-58.51664939,-34.58657938,Wednesday
2019-0015,1,2019-02-23,2019,2,23,6,SAN MARTIN AV. 5638,AVENIDA,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21,SAN MARTIN AV.,,-58.49613012,-34.59703502,Saturday
2019-0016,1,2019-02-24,2019,2,24,2,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,40,"CARRILLO, RAMON, DR.",FINOCHIETTO ENRIQUE DR.,-58.38313603,-34.63356284,Sunday
2019-0017,1,2019-03-03,2019,3,3,7,MEXICO Y PICHINCHA,CALLE,AUTO,PASAJEROS,CONDUCTOR,MASCULINO,22,MEXICO,PICHINCHA,-58.39914719,-34.61632317,Sunday
2019-0018,1,2019-03-03,2019,3,3,23,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,PEATON,AUTO,PEATON,FEMENINO,29,"CANTILO, INT.","UDAONDO, GUILLERMO AV.",-58.44927253,-34.54048625,Sunday
2019-0019,1,2019-03-06,2019,3,6,12,DEL LIBERTADOR AV. 6326,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,,DEL LIBERTADOR AV.,,-58.45049163,-34.55374003,Wednesday
2019-0020,1,2019-03-07,2019,3,7,21,CHICLANA AV. 3444,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,43,CHICLANA AV.,,-58.41288952,-34.63572989,Thursday
2019-0021,1,2019-03-15,2019,3,15,22,BOYACA AV. Y YERBAL,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,23,BOYACA AV.,YERBAL,-58.45743597,-34.62561234,Friday
2019-0022,1,2019-03-15,2019,3,15,0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,AUTO,SD,PASAJERO_ACOMPAÑANTE,MASCULINO,,ENTRE RIOS AV.,,-58.39123782,-34.62352245,Friday
2019-0023,1,2019-03-16,2019,3,16,8,"PAZ, GRAL. AV. Y JACQUES, AMADEO",GRAL PAZ,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,34,"PAZ, GRAL. AV.","JACQUES, AMADEO",-58.52922765,-34.63637963,Saturday
2019-0024,1,2019-03-19,2019,3,19,7,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,32,ANTARTIDA ARGENTINA AV.,,-58.37208118,-34.58541957,Tuesday
2019-0025,1,2019-03-22,2019,3,22,13,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,PEATON,AUTO,PEATON,MASCULINO,27,"MITRE, BARTOLOME",SANCHEZ DE BUSTAMANTE,-58.41458534,-34.60937557,Friday
2019-0026,1,2019-03-28,2019,3,28,7,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.",-58.47976785,-34.69153196,Thursday
2019-0027,1,2019-03-28,2019,3,28,11,SANTA FE AV. Y AZCUENAGA,AVENIDA,BICICLETA,MULTIPLE,CICLISTA,MASCULINO,37,SANTA FE AV.,AZCUENAGA,-58.39990285,-34.59511714,Thursday
2019-0028,1,2019-04-06,2019,4,6,9,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,,"JUSTO, JUAN B. AV.","ORO?O, NICASIO",-58.46051346,-34.60588536,Saturday
2019-0029,1,2019-04-07,2019,4,7,10,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,27,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV.",-58.47976785,-34.69153196,Sunday
2019-0030,1,2019-04-09,2019,4,9,16,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,MOTO,CARGAS,CONDUCTOR,MASCULINO,25,"ALVAREZ, DONATO, TTE. GRAL.",YERBAL,-58.45457546,-34.62447891,Tuesday
2019-0031,1,2019-04-12,2019,4,12,19,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,BICICLETA,CARGAS,CICLISTA,MASCULINO,20,CORDOBA AV.,"MADERO, EDUARDO AV.",-58.36951669,-34.59832047,Friday
2019-0032,1,2019-04-16,2019,4,16,11,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,PEATON,AUTO,PEATON,FEMENINO,83,CAMARONES,"ALVAREZ, DONATO, TTE. GRAL. AV.",-58.46415322,-34.6044379,Tuesday
2019-0033,1,2019-04-18,2019,4,18,1,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,MOTO,SD,CONDUCTOR,MASCULINO,25,AUTOPISTA 25 DE MAYO,"HUERGO, ING. AV.",-58.36607137,-34.62150748,Thursday
2019-0034,1,2019-04-21,2019,4,21,9,"MORENO, PERITO AV. 3050",AVENIDA,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,,"MORENO, PERITO AV.",,-58.45537373,-34.65093074,Sunday
2019-0035,1,2019-04-23,2019,4,23,14,SUIPACHA 665,CALLE,PEATON,BICICLETA,PEATON,FEMENINO,75,SUIPACHA,,-58.37942637,-34.60053054,Tuesday
2019-0036,1,2019-04-26,2019,4,26,22,RIGLOS Y FORMOSA,CALLE,MOTO,AUTO,CONDUCTOR,MASCULINO,34,RIGLOS,FORMOSA,-58.4368044,-34.62147504,Friday
2019-0037,1,2019-05-01,2019,5,1,23,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,17,LA RIOJA,INDEPENDENCIA AV.,-58.40778291,-34.61971907,Wednesday
2019-0038,1,2019-05-04,2019,5,4,14,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,PEATON,MOTO,PEATON,FEMENINO,42,"UDAONDO, GUILLERMO AV.","FIGUEROA ALCORTA, PRES. AV.",-58.45212523,-34.54628513,Saturday
2019-0039,1,2019-05-09,2019,5,9,3,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,28,SAN PEDRITO AV.,DIRECTORIO AV.,-58.46749188,-34.63551751,Thursday
2019-0040,1,2019-05-09,2019,5,9,12,PUAN Y SANTANDER,CALLE,MOTO,SD,CONDUCTOR,MASCULINO,44,PUAN,SANTANDER,-58.4426358,-34.63679732,Thursday
2019-0041,1,2019-05-11,2019,5,11,20,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,AUTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,FEMENINO,78,"ALBERDI, JUAN BAUTISTA AV.",ANDALGALA,-58.51140289,-34.65846419,Saturday
2019-0042,1,2019-05-14,2019,5,14,15,LIMA Y CONSTITUCION,CALLE,PEATON,PASAJEROS,PEATON,MASCULINO,39,LIMA,CONSTITUCION,-58.38211431,-34.62465368,Tuesday
2019-0043,1,2019-05-21,2019,5,21,9,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,BICICLETA,CARGAS,CICLISTA,FEMENINO,,CORDOBA AV.,"MADERO, EDUARDO AV.",-58.36951669,-34.59832047,Tuesday
2019-0044,1,2019-05-27,2019,5,27,12,BOEDO AV. 650,AVENIDA,PEATON,MOTO,PEATON,FEMENINO,77,BOEDO AV.,,-58.41635217,-34.62036547,Monday
2019-0045,1,2019-06-03,2019,6,3,7,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,33,DEL LIBERTADOR AV.,REPUBLICA DE LA INDIA,-58.41316147,-34.57579669,Monday
2019-0046,1,2019-06-04,2019,6,4,9,GRAL PAZ Y CABILDO,GRAL PAZ,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,26,"PAZ, GRAL. AV.",CABILDO AV.,-58.47617802,-34.53825652,Tuesday
2019-0047,1,2019-06-06,2019,6,6,10,CASEROS AV. 1700,AVENIDA,PEATON,CARGAS,PEATON,MASCULINO,76,CASEROS AV.,,-58.38641783,-34.63330028,Thursday
2019-0048,1,2019-06-07,2019,6,7,7,AVELLANEDA AV. 1548,AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,32,AVELLANEDA AV.,,-58.45322169,-34.62038137,Friday
2019-0049,1,2019-06-08,2019,6,8,9,CIUDAD DE LA PAZ Y MENDOZA,CALLE,PEATON,CARGAS,PEATON,FEMENINO,72,CIUDAD DE LA PAZ,MENDOZA,-58.45849057,-34.56166498,Saturday
2019-0050,1,2019-06-08,2019,6,8,23,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,MOTO,CARGAS,CONDUCTOR,MASCULINO,21,"SALGUERO, JERONIMO",HONDURAS AV.,-58.41829559,-34.59411677,Saturday
2019-0051,1,2019-06-11,2019,6,11,10,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,MOTO,AUTO,CONDUCTOR,MASCULINO,41,"FILIBERTO, JUAN DE DIOS",OLAVARRIA,-58.36376488,-34.63832093,Tuesday
2019-0053,1,2019-06-14,2019,6,14,17,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,49,ASTURIAS AV.,CASTA?ARES AV.,-58.46442668,-34.66004784,Friday
2019-0054,1,2019-06-20,2019,6,20,3,GANDARA 2976,CALLE,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,21,GANDARA,,-58.48222035,-34.58428769,Thursday
2019-0055,1,2019-06-20,2019,6,20,19,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,47,"GUEVARA, TRINIDAD","MADERO, EDUARDO AV.",-58.36819005,-34.60283208,Thursday
2019-0056,1,2019-06-29,2019,6,29,17,BOYACA AV. 305,AVENIDA,PEATON,AUTO,PEATON,FEMENINO,75,BOYACA AV.,,-58.45877601,-34.62330939,Saturday
2019-0057,1,2019-07-05,2019,7,5,19,ARTILLEROS Y LA PAMPA,CALLE,PEATON,AUTO,PEATON,FEMENINO,63,ARTILLEROS,LA PAMPA,-58.44196498,-34.55760517,Friday
2019-0058,1,2019-07-10,2019,7,10,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,39,AUTOPISTA PERITO MORENO,,-58.50622631,-34.63627822,Wednesday
2019-0059,1,2019-07-13,2019,7,13,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,15 DE NOVIEMBRE DE 1889,SANTIAGO DEL ESTERO,-58.3841088,-34.63099197,Saturday
2019-0060,1,2019-07-17,2019,7,17,11,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,PEATON,AUTO,PEATON,FEMENINO,78,"ACOSTA, MARIANO AV.","FALCON, RAMON L.,CNEL.",-58.48100602,-34.63504312,Wednesday
2019-0061,1,2019-07-17,2019,7,17,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,PEATON,PASAJEROS,PEATON,FEMENINO,58,11 DE SEPTIEMBRE DE 1888,MENDOZA,-58.45200171,-34.5578132,Wednesday
2019-0062,1,2019-08-01,2019,8,1,23,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,PEATON,PASAJEROS,PEATON,FEMENINO,60,"PINO, VIRREY DEL","CAMPOS, LUIS M. AV.",-58.44462132,-34.56201105,Thursday
2019-0063,1,2019-08-04,2019,8,4,1,FOREST AV. Y MAURE,AVENIDA,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,,FOREST AV.,MAURE,-58.45220688,-34.58711712,Sunday
2019-0064,1,2019-08-06,2019,8,6,3,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,20,BOYACA AV.,AVELLANEDA AV.,-58.4596221,-34.6224514,Tuesday
2019-0065,1,2019-08-08,2019,8,8,16,BARCO CENTENERA DEL Y TILCARA,CALLE,PEATON,PASAJEROS,PEATON,FEMENINO,55,BARCO CENTENERA DEL,TILCARA,-58.4197085,-34.65414867,Thursday
2019-0066,1,2019-08-11,2019,8,11,21,RIESTRA AV. Y BOLIVAR,AVENIDA,PEATON,AUTO,PEATON,MASCULINO,40,RIESTRA AV.,BOLIVAR (NO OFICIAL),-58.44187596,-34.64938031,Sunday
2019-0067,1,2019-08-14,2019,8,14,15,"CASTRO, EMILIO 4706",CALLE,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,"CASTRO, EMILIO",,-58.49101637,-34.64276621,Wednesday
2019-0068,1,2019-08-14,2019,8,14,17,27 DE FEBRERO AV. 5600,AVENIDA,MOTO,MOTO,CONDUCTOR,MASCULINO,53,27 DE FEBRERO AV.,,-58.42493829,-34.66256502,Wednesday
2019-0069,1,2019-08-17,2019,8,17,5,"GARAY, JUAN DE AV. 2874",AVENIDA,MOTO,AUTO,CONDUCTOR,MASCULINO,43,"GARAY, JUAN DE AV.",,-58.40489318,-34.62930162,Saturday
2019-0070,1,2019-08-22,2019,8,22,12,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,MOTO,BICICLETA,CONDUCTOR,MASCULINO,25,"SCALABRINI ORTIZ, RAUL AV.",GORRITI,-58.4268668,-34.59217875,Thursday
2019-0071,1,2019-08-27,2019,8,27,11,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,PEATON,CARGAS,PEATON,MASCULINO,,PRIMERA JUNTA,OLIVERA AV.,-58.479611,-34.65620398,Tuesday
2019-0072,1,2019-08-28,2019,8,28,6,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,AUTO,AUTO,CONDUCTOR,MASCULINO,22,"ALBERDI, JUAN BAUTISTA AV.",AZUL,-58.47439934,-34.63524207,Wednesday
2019-0073,1,2019-08-29,2019,8,29,1,ALVAREZ THOMAS AV. 1788,AVENIDA,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,29,ALVAREZ THOMAS AV.,,-58.46711912,-34.57926018,Thursday
2019-0074,1,2019-08-29,2019,8,29,9,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,"LUGONES, LEOPOLDO AV.","PAZ, GRAL. AV.",-58.46514781,-34.53465378,Thursday
2019-0075,1,2019-08-30,2019,8,30,23,SAN ANTONIO Y LUJAN,CALLE,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,31,SAN ANTONIO,LUJAN,-58.37571078,-34.65584079,Friday
2019-0076,1,2019-09-05,2019,9,5,18,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,MOTO,CARGAS,CONDUCTOR,FEMENINO,29,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,-58.37157668,-34.65429986,Thursday
2019-0077,1,2019-09-08,2019,9,8,3,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,PEATON,AUTO,PEATON,FEMENINO,28,"FIGUEROA ALCORTA, PRES. AV.",TAGLE,-58.39811256,-34.58070186,Sunday
2019-0078,1,2019-09-12,2019,9,12,8,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,PEATON,CARGAS,PEATON,FEMENINO,72,"EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV.",-58.41125934,-34.6541774,Thursday
2019-0079,1,2019-09-17,2019,9,17,5,AGRELO Y COLOMBRES,CALLE,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,57,AGRELO,COLOMBRES,-58.41822901,-34.61866836,Tuesday
2019-0080,1,2019-09-17,2019,9,17,18,"CABILDO AV. y PAZ, GRAL. AV.",GRAL PAZ,PEATON,MOTO,PEATON,MASCULINO,76,CABILDO AV.,"PAZ, GRAL. AV.",-58.47617802,-34.53825652,Tuesday
2019-0081,1,2019-09-23,2019,9,23,16,ELCANO AV. 4300,AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,67,ELCANO AV.,,-58.46141281,-34.58623761,Monday
2019-0082,1,2019-09-25,2019,9,25,7,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,BICICLETA,CARGAS,CICLISTA,MASCULINO,47,"RABANAL, FRANCISCO, INTENDENTE AV.",,-58.42985146,-34.6611974,Wednesday
2019-0083,1,2019-09-26,2019,9,26,8,MONTE Y CORVALAN,CALLE,AUTO,AUTO,CONDUCTOR,MASCULINO,73,MONTE,CORVALAN,-58.48457413,-34.6583909,Thursday
2019-0084,1,2019-09-27,2019,9,27,11,TANDIL Y LA FUENTE,CALLE,BICICLETA,CARGAS,CICLISTA,FEMENINO,40,TANDIL,LAFUENTE,-58.46572884,-34.63628186,Friday
2019-0085,1,2019-10-09,2019,10,9,22,CARDOSO Y BACACAY,CALLE,BICICLETA,TREN,CICLISTA,MASCULINO,20,CARDOSO,BACACAY,-58.49261744,-34.6341913,Wednesday
2019-0086,1,2019-10-15,2019,10,15,14,CORRIENTES AV. 6700,AVENIDA,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29,CORRIENTES AV.,,-58.45283186,-34.5884156,Tuesday
2019-0087,1,2019-10-21,2019,10,21,21,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,MOTO,MOTO,CONDUCTOR,MASCULINO,41,ALVAREZ THOMAS AV.,MENDOZA,-58.47973681,-34.57418656,Monday
2019-0088,1,2019-10-22,2019,10,22,20,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,27,"ALCORTA, AMANCIO AV.","BONAVENA, OSCAR NATALIO",-58.40623949,-34.65076549,Tuesday
2019-0089,1,2019-10-23,2019,10,23,15,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,PEATON,CARGAS,PEATON,FEMENINO,92,"BROWN, ALTE. AV.","BLANES, JUAN MANUEL",-58.36244648,-34.63107887,Wednesday
2019-0090,1,2019-10-24,2019,10,24,18,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,PEATON,MOTO,PEATON,MASCULINO,67,"ALBERDI, JUAN BAUTISTA AV.",,-58.49962423,-34.64868027,Thursday
2019-0091,1,2019-11-01,2019,11,1,20,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,PEATON,PASAJEROS,PEATON,MASCULINO,35,"JUSTO, JUAN B. AV.",CAMARGO,-58.44551437,-34.59559816,Friday
2019-0092,1,2019-11-03,2019,11,3,10,"BRIN, MINISTRO Y SUAREZ",CALLE,PEATON,PASAJEROS,PEATON,MASCULINO,37,"BRIN, MINISTRO",SUAREZ,-58.35608181,-34.63420319,Sunday
